STT,Mã học sinh,Họ và Tên,Lớp,Ngày sinh,HK,ĐĐGtx1,ĐĐGtx2,ĐĐGtx3,ĐĐGtx4,ĐĐGgk,ĐĐGck,"ĐTB 
mhk",Năm học,Môn,Học lực
16829,2502150856,Võ Hải Anh,9A3,09/09/2009,2,2,6,3,3,3.2,3.1,3.3,2024,Toán,Kém
16830,2502150856,Võ Hải Anh,9A3,09/09/2009,2,8,7,7,6,5.6,6.6,6.6,2024,Lý,Khá
16831,2502150856,Võ Hải Anh,9A3,09/09/2009,2,2,5,6,5,4.9,2.5,3.9,2024,Hóa,Yếu
16832,2502150856,Võ Hải Anh,9A3,09/09/2009,2,2,2,5,5,3.3,3.9,3.6,2024,Anh,Yếu
16833,2502150858,Nguyễn Hải Khánh,9A3,15/10/2009,2,9,7,7,7,6.5,8.2,7.5,2024,Toán,Khá
16834,2502150858,Nguyễn Hải Khánh,9A3,15/10/2009,2,9,9,7,8,8.5,7.1,7.9,2024,Lý,Khá
16835,2502150858,Nguyễn Hải Khánh,9A3,15/10/2009,2,8,7,8,7,8.1,7.9,7.8,2024,Hóa,Khá
16836,2502150858,Nguyễn Hải Khánh,9A3,15/10/2009,2,9,7,9,8,7.3,7.3,7.7,2024,Anh,Khá
16837,2502150860,Trần Thanh Minh,9A3,10/11/2009,2,7,6,6,6,5.3,5.6,5.8,2024,Toán,Trung bình
16838,2502150860,Trần Thanh Minh,9A3,10/11/2009,2,5,5,6,5,7.2,6.8,6.2,2024,Lý,Trung bình
16839,2502150860,Trần Thanh Minh,9A3,10/11/2009,2,7,5,5,8,5.9,5.6,6.0,2024,Hóa,Trung bình
16840,2502150860,Trần Thanh Minh,9A3,10/11/2009,2,5,6,8,5,6.6,6.5,6.3,2024,Anh,Trung bình
16841,2502150862,Dương Đức Huy,9A3,26/02/2009,2,8,5,8,5,6.3,6.2,6.4,2024,Toán,Trung bình
16842,2502150862,Dương Đức Huy,9A3,26/02/2009,2,6,7,8,6,6.8,6.2,6.6,2024,Lý,Khá
16843,2502150862,Dương Đức Huy,9A3,26/02/2009,2,7,5,5,5,5.8,5.7,5.6,2024,Hóa,Trung bình
16844,2502150862,Dương Đức Huy,9A3,26/02/2009,2,7,5,5,6,5.2,6.4,5.8,2024,Anh,Trung bình
16845,2502150864,Nguyễn Hải Anh,9A3,22/02/2009,2,8,8,6,5,6.0,7.2,6.7,2024,Toán,Khá
16846,2502150864,Nguyễn Hải Anh,9A3,22/02/2009,2,9,8,8,8,8.1,7.8,8.1,2024,Lý,Giỏi
16847,2502150864,Nguyễn Hải Anh,9A3,22/02/2009,2,8,7,7,7,6.9,7.0,7.1,2024,Hóa,Khá
16848,2502150864,Nguyễn Hải Anh,9A3,22/02/2009,2,9,8,9,9,7.1,8.5,8.3,2024,Anh,Giỏi
16849,2502150866,Phan Thanh Sơn,9A3,13/09/2009,2,6,4,5,3,2.7,3.4,3.7,2024,Toán,Yếu
16850,2502150866,Phan Thanh Sơn,9A3,13/09/2009,2,6,5,6,4,3.0,3.7,4.2,2024,Lý,Yếu
16851,2502150866,Phan Thanh Sơn,9A3,13/09/2009,2,5,6,3,3,3.6,2.2,3.4,2024,Hóa,Kém
16852,2502150866,Phan Thanh Sơn,9A3,13/09/2009,2,5,4,5,5,3.0,3.8,4.0,2024,Anh,Yếu
16853,2502150868,Nguyễn Hồng Phương,9A3,29/08/2009,2,7,9,7,9,6.7,7.6,7.6,2024,Toán,Khá
16854,2502150868,Nguyễn Hồng Phương,9A3,29/08/2009,2,9,9,7,7,6.6,7.3,7.5,2024,Lý,Khá
16855,2502150868,Nguyễn Hồng Phương,9A3,29/08/2009,2,8,8,9,8,8.3,7.6,8.0,2024,Hóa,Giỏi
16856,2502150868,Nguyễn Hồng Phương,9A3,29/08/2009,2,10,10,10,9,9.2,9.0,9.4,2024,Anh,Giỏi
16857,2502150870,Võ Duy Hùng,9A3,18/02/2009,2,6,8,7,5,5.7,5.7,6.1,2024,Toán,Trung bình
16858,2502150870,Võ Duy Hùng,9A3,18/02/2009,2,8,8,5,6,6.8,6.9,6.8,2024,Lý,Khá
16859,2502150870,Võ Duy Hùng,9A3,18/02/2009,2,5,5,6,7,6.2,5.4,5.7,2024,Hóa,Trung bình
16860,2502150870,Võ Duy Hùng,9A3,18/02/2009,2,6,7,7,6,7.3,6.8,6.8,2024,Anh,Khá
16861,2502150872,Đỗ Ngọc Hùng,9A3,09/10/2009,2,5,7,6,8,6.6,7.0,6.7,2024,Toán,Khá
16862,2502150872,Đỗ Ngọc Hùng,9A3,09/10/2009,2,7,8,5,7,5.6,6.6,6.4,2024,Lý,Trung bình
16863,2502150872,Đỗ Ngọc Hùng,9A3,09/10/2009,2,6,7,7,7,5.2,6.3,6.3,2024,Hóa,Trung bình
16864,2502150872,Đỗ Ngọc Hùng,9A3,09/10/2009,2,5,7,8,6,6.7,5.3,6.1,2024,Anh,Trung bình
16865,2502150874,Phạm Ngọc Lan,9A3,16/06/2009,2,9,8,10,8,9.1,9.6,9.1,2024,Toán,Giỏi
16866,2502150874,Phạm Ngọc Lan,9A3,16/06/2009,2,8,8,10,8,8.9,8.9,8.7,2024,Lý,Giỏi
16867,2502150874,Phạm Ngọc Lan,9A3,16/06/2009,2,8,10,9,8,8.2,9.9,9.0,2024,Hóa,Giỏi
16868,2502150874,Phạm Ngọc Lan,9A3,16/06/2009,2,8,9,10,8,9.6,9.6,9.2,2024,Anh,Giỏi
16869,2502150876,Bùi Quỳnh Tú,9A3,21/03/2009,2,8,10,10,9,8.6,9.6,9.2,2024,Toán,Giỏi
16870,2502150876,Bùi Quỳnh Tú,9A3,21/03/2009,2,8,9,8,7,7.0,8.9,8.1,2024,Lý,Giỏi
16871,2502150876,Bùi Quỳnh Tú,9A3,21/03/2009,2,8,9,7,7,6.6,7.4,7.4,2024,Hóa,Khá
16872,2502150876,Bùi Quỳnh Tú,9A3,21/03/2009,2,7,8,8,9,6.9,8.3,7.9,2024,Anh,Khá
16873,2502150878,Ngô Trúc Vy,9A3,27/11/2009,2,8,7,9,7,7.7,7.4,7.6,2024,Toán,Khá
16874,2502150878,Ngô Trúc Vy,9A3,27/11/2009,2,7,6,8,6,5.7,6.5,6.4,2024,Lý,Trung bình
16875,2502150878,Ngô Trúc Vy,9A3,27/11/2009,2,7,9,9,7,8.4,7.3,7.9,2024,Hóa,Khá
16876,2502150878,Ngô Trúc Vy,9A3,27/11/2009,2,9,9,8,9,8.4,8.0,8.4,2024,Anh,Giỏi
16877,2502150880,Ngô Khánh Châu,9A3,11/01/2009,2,5,8,8,7,5.7,6.7,6.6,2024,Toán,Khá
16878,2502150880,Ngô Khánh Châu,9A3,11/01/2009,2,7,9,8,8,7.1,7.1,7.5,2024,Lý,Khá
16879,2502150880,Ngô Khánh Châu,9A3,11/01/2009,2,6,8,5,5,7.1,6.7,6.5,2024,Hóa,Khá
16880,2502150880,Ngô Khánh Châu,9A3,11/01/2009,2,6,8,7,8,7.1,6.6,7.0,2024,Anh,Khá
16881,2502150882,Hồ Quang Khang,9A3,06/10/2009,2,7,9,7,7,7.4,7.4,7.4,2024,Toán,Khá
16882,2502150882,Hồ Quang Khang,9A3,06/10/2009,2,8,7,8,9,8.3,8.7,8.3,2024,Lý,Giỏi
16883,2502150882,Hồ Quang Khang,9A3,06/10/2009,2,9,7,7,8,7.3,8.8,8.0,2024,Hóa,Giỏi
16884,2502150882,Hồ Quang Khang,9A3,06/10/2009,2,8,8,9,7,7.5,8.1,7.9,2024,Anh,Khá
16885,2502150884,Trần Như Quỳnh,9A3,15/05/2009,2,5,8,7,6,6.4,6.5,6.5,2024,Toán,Khá
16886,2502150884,Trần Như Quỳnh,9A3,15/05/2009,2,7,5,6,6,6.0,7.0,6.3,2024,Lý,Trung bình
16887,2502150884,Trần Như Quỳnh,9A3,15/05/2009,2,6,6,8,7,5.1,5.1,5.8,2024,Hóa,Trung bình
16888,2502150884,Trần Như Quỳnh,9A3,15/05/2009,2,8,7,7,8,5.9,6.1,6.7,2024,Anh,Khá
16889,2502150886,Bùi Khánh Hoa,9A3,02/02/2009,2,7,8,8,5,7.0,6.9,7.0,2024,Toán,Khá
16890,2502150886,Bùi Khánh Hoa,9A3,02/02/2009,2,5,8,6,7,5.2,5.6,5.9,2024,Lý,Trung bình
16891,2502150886,Bùi Khánh Hoa,9A3,02/02/2009,2,5,6,8,6,5.2,6.6,6.1,2024,Hóa,Trung bình
16892,2502150886,Bùi Khánh Hoa,9A3,02/02/2009,2,6,6,6,7,5.3,5.4,5.8,2024,Anh,Trung bình
16893,2502150888,Bùi Hồng Trúc,9A3,14/06/2009,2,10,10,8,9,9.5,8.6,9.1,2024,Toán,Giỏi
16894,2502150888,Bùi Hồng Trúc,9A3,14/06/2009,2,8,8,8,8,8.5,7.1,7.8,2024,Lý,Khá
16895,2502150888,Bùi Hồng Trúc,9A3,14/06/2009,2,10,9,9,9,8.4,9.7,9.2,2024,Hóa,Giỏi
16896,2502150888,Bùi Hồng Trúc,9A3,14/06/2009,2,9,7,8,9,7.0,7.7,7.8,2024,Anh,Khá
16897,2502150890,Phạm Ngọc Tú,9A3,17/01/2009,2,5,8,6,6,7.0,7.5,6.8,2024,Toán,Khá
16898,2502150890,Phạm Ngọc Tú,9A3,17/01/2009,2,5,8,7,5,5.6,5.1,5.7,2024,Lý,Trung bình
16899,2502150890,Phạm Ngọc Tú,9A3,17/01/2009,2,5,6,5,7,6.2,7.3,6.4,2024,Hóa,Trung bình
16900,2502150890,Phạm Ngọc Tú,9A3,17/01/2009,2,6,7,6,5,5.9,6.6,6.2,2024,Anh,Trung bình
16901,2502150892,Phan Duy Khoa,9A3,07/01/2009,2,5,6,4,3,3.5,3.4,3.9,2024,Toán,Yếu
16902,2502150892,Phan Duy Khoa,9A3,07/01/2009,2,2,3,3,4,3.4,4.7,3.7,2024,Lý,Yếu
16903,2502150892,Phan Duy Khoa,9A3,07/01/2009,2,3,5,3,3,2.7,3.5,3.3,2024,Hóa,Kém
16904,2502150892,Phan Duy Khoa,9A3,07/01/2009,2,5,6,7,5,5.8,5.0,5.5,2024,Anh,Trung bình
16905,2502150894,Nguyễn Khánh Trâm,9A3,01/08/2009,2,5,6,8,5,5.3,5.6,5.7,2024,Toán,Trung bình
16906,2502150894,Nguyễn Khánh Trâm,9A3,01/08/2009,2,5,3,6,6,2.9,2.3,3.6,2024,Lý,Yếu
16907,2502150894,Nguyễn Khánh Trâm,9A3,01/08/2009,2,5,5,7,5,5.7,5.6,5.6,2024,Hóa,Trung bình
16908,2502150894,Nguyễn Khánh Trâm,9A3,01/08/2009,2,7,7,7,8,5.9,7.2,6.9,2024,Anh,Khá
16909,2502150896,Trần Ngọc Lan,9A3,08/04/2009,2,7,7,9,9,6.8,8.7,8.0,2024,Toán,Giỏi
16910,2502150896,Trần Ngọc Lan,9A3,08/04/2009,2,7,8,9,9,6.6,7.1,7.5,2024,Lý,Khá
16911,2502150896,Trần Ngọc Lan,9A3,08/04/2009,2,7,7,7,9,6.6,7.6,7.3,2024,Hóa,Khá
16912,2502150896,Trần Ngọc Lan,9A3,08/04/2009,2,8,7,7,8,7.0,8.1,7.6,2024,Anh,Khá
16913,2502150898,Hồ Ngọc Chi,9A3,23/08/2009,2,8,7,8,5,5.9,7.2,6.8,2024,Toán,Khá
16914,2502150898,Hồ Ngọc Chi,9A3,23/08/2009,2,9,7,8,8,8.3,7.1,7.8,2024,Lý,Khá
16915,2502150898,Hồ Ngọc Chi,9A3,23/08/2009,2,5,5,5,6,5.8,6.5,5.8,2024,Hóa,Trung bình
16916,2502150898,Hồ Ngọc Chi,9A3,23/08/2009,2,6,6,8,5,5.9,5.9,6.1,2024,Anh,Trung bình
16917,2502150900,Đặng Kim Châu,9A3,10/06/2008,2,8,8,6,7,5.7,7.2,6.9,2024,Toán,Khá
16918,2502150900,Đặng Kim Châu,9A3,10/06/2008,2,5,6,8,6,5.7,6.3,6.1,2024,Lý,Trung bình
16919,2502150900,Đặng Kim Châu,9A3,10/06/2008,2,8,6,6,5,5.5,6.1,6.0,2024,Hóa,Trung bình
16920,2502150900,Đặng Kim Châu,9A3,10/06/2008,2,5,7,6,5,5.1,6.3,5.8,2024,Anh,Trung bình
16921,2502150902,Phan Kim Lan,9A4,20/04/2009,2,7,8,8,7,6.8,7.7,7.4,2024,Toán,Khá
16922,2502150902,Phan Kim Lan,9A4,20/04/2009,2,9,7,7,9,7.5,8.4,8.0,2024,Lý,Giỏi
16923,2502150902,Phan Kim Lan,9A4,20/04/2009,2,7,9,8,8,7.2,7.5,7.7,2024,Hóa,Khá
16924,2502150902,Phan Kim Lan,9A4,20/04/2009,2,7,7,9,9,8.4,9.0,8.4,2024,Anh,Giỏi
16925,2502150904,Nguyễn Minh Vy,9A4,02/11/2010,2,7,8,9,9,8.5,8.0,8.2,2024,Toán,Giỏi
16926,2502150904,Nguyễn Minh Vy,9A4,02/11/2010,2,8,10,10,8,8.6,8.9,8.9,2024,Lý,Giỏi
16927,2502150904,Nguyễn Minh Vy,9A4,02/11/2010,2,7,9,7,9,8.4,7.6,8.0,2024,Hóa,Giỏi
16928,2502150904,Nguyễn Minh Vy,9A4,02/11/2010,2,10,8,10,9,8.4,8.6,8.8,2024,Anh,Giỏi
16929,2502150906,Phan Văn Phong,9A4,18/09/2008,2,6,8,5,5,6.3,5.1,5.8,2024,Toán,Trung bình
16930,2502150906,Phan Văn Phong,9A4,18/09/2008,2,5,8,8,5,6.7,6.9,6.7,2024,Lý,Khá
16931,2502150906,Phan Văn Phong,9A4,18/09/2008,2,2,4,4,4,4.5,4.0,3.9,2024,Hóa,Yếu
16932,2502150906,Phan Văn Phong,9A4,18/09/2008,2,7,5,8,7,7.3,5.3,6.4,2024,Anh,Trung bình
16933,2502150908,Lý Xuân Minh,9A4,03/06/2009,2,9,10,8,10,8.6,9.0,9.0,2024,Toán,Giỏi
16934,2502150908,Lý Xuân Minh,9A4,03/06/2009,2,8,8,8,8,8.6,8.5,8.3,2024,Lý,Giỏi
16935,2502150908,Lý Xuân Minh,9A4,03/06/2009,2,10,9,8,8,8.1,8.8,8.6,2024,Hóa,Giỏi
16936,2502150908,Lý Xuân Minh,9A4,03/06/2009,2,9,10,10,9,8.8,9.8,9.4,2024,Anh,Giỏi
16937,2502150910,Lê Cát Chi,9A4,18/02/2009,2,7,7,8,8,6.3,7.2,7.1,2024,Toán,Khá
16938,2502150910,Lê Cát Chi,9A4,18/02/2009,2,5,5,7,7,7.4,7.4,6.8,2024,Lý,Khá
16939,2502150910,Lê Cát Chi,9A4,18/02/2009,2,7,8,7,6,6.5,6.3,6.7,2024,Hóa,Khá
16940,2502150910,Lê Cát Chi,9A4,18/02/2009,2,9,7,9,8,8.2,8.3,8.3,2024,Anh,Giỏi
16941,2502150912,Phan Khánh Yến,9A4,03/03/2009,2,6,8,5,6,6.2,5.0,5.8,2024,Toán,Trung bình
16942,2502150912,Phan Khánh Yến,9A4,03/03/2009,2,8,8,6,8,7.3,6.4,7.1,2024,Lý,Khá
16943,2502150912,Phan Khánh Yến,9A4,03/03/2009,2,5,5,5,5,7.0,7.1,6.1,2024,Hóa,Trung bình
16944,2502150912,Phan Khánh Yến,9A4,03/03/2009,2,3,5,3,5,4.8,3.9,4.1,2024,Anh,Yếu
16945,2502150914,Đặng Văn Hoàng,9A4,18/03/2009,2,9,7,7,7,7.9,8.7,8.0,2024,Toán,Giỏi
16946,2502150914,Đặng Văn Hoàng,9A4,18/03/2009,2,7,9,8,7,7.7,7.4,7.6,2024,Lý,Khá
16947,2502150914,Đặng Văn Hoàng,9A4,18/03/2009,2,9,9,8,9,7.2,7.5,8.0,2024,Hóa,Giỏi
16948,2502150914,Đặng Văn Hoàng,9A4,18/03/2009,2,9,9,7,8,6.9,8.2,7.9,2024,Anh,Khá
16949,2502150916,Ngô Kim Chi,9A4,24/04/2009,2,9,9,9,8,7.0,7.8,8.0,2024,Toán,Giỏi
16950,2502150916,Ngô Kim Chi,9A4,24/04/2009,2,7,6,7,7,7.2,6.8,6.9,2024,Lý,Khá
16951,2502150916,Ngô Kim Chi,9A4,24/04/2009,2,10,10,9,10,8.1,8.9,9.1,2024,Hóa,Giỏi
16952,2502150916,Ngô Kim Chi,9A4,24/04/2009,2,7,7,9,7,8.4,8.7,8.1,2024,Anh,Giỏi
16953,2502150918,Vũ Hải Đạt,9A4,08/03/2009,2,7,7,8,6,6.0,5.2,6.2,2024,Toán,Trung bình
16954,2502150918,Vũ Hải Đạt,9A4,08/03/2009,2,8,8,7,7,5.9,5.7,6.5,2024,Lý,Khá
16955,2502150918,Vũ Hải Đạt,9A4,08/03/2009,2,6,8,8,5,5.1,6.2,6.2,2024,Hóa,Trung bình
16956,2502150918,Vũ Hải Đạt,9A4,08/03/2009,2,5,5,8,8,5.1,6.3,6.1,2024,Anh,Trung bình
16957,2502150920,Hồ Như Lan,9A4,17/05/2009,2,6,6,7,7,6.7,6.0,6.4,2024,Toán,Trung bình
16958,2502150920,Hồ Như Lan,9A4,17/05/2009,2,5,6,6,8,7.5,6.5,6.6,2024,Lý,Khá
16959,2502150920,Hồ Như Lan,9A4,17/05/2009,2,3,5,5,6,3.7,3.4,4.1,2024,Hóa,Yếu
16960,2502150920,Hồ Như Lan,9A4,17/05/2009,2,7,5,6,6,5.3,7.4,6.3,2024,Anh,Trung bình
16961,2502150922,Phan Quốc Khoa,9A4,06/06/2009,2,8,7,7,9,8.5,8.4,8.1,2024,Toán,Giỏi
16962,2502150922,Phan Quốc Khoa,9A4,06/06/2009,2,7,8,9,8,7.3,8.5,8.0,2024,Lý,Giỏi
16963,2502150922,Phan Quốc Khoa,9A4,06/06/2009,2,7,9,7,8,7.9,8.4,8.0,2024,Hóa,Giỏi
16964,2502150922,Phan Quốc Khoa,9A4,06/06/2009,2,8,9,7,9,7.6,8.9,8.3,2024,Anh,Giỏi
16965,2502150924,Lý Phúc Minh,9A4,11/07/2009,2,9,7,9,7,8.3,8.9,8.4,2024,Toán,Giỏi
16966,2502150924,Lý Phúc Minh,9A4,11/07/2009,2,9,9,8,10,9.4,8.6,9.0,2024,Lý,Giỏi
16967,2502150924,Lý Phúc Minh,9A4,11/07/2009,2,9,7,7,7,6.9,8.2,7.6,2024,Hóa,Khá
16968,2502150924,Lý Phúc Minh,9A4,11/07/2009,2,9,9,7,8,7.5,7.9,8.0,2024,Anh,Giỏi
16969,2502150926,Dương Phúc Sơn,9A4,22/12/2009,2,8,5,6,5,6.2,7.3,6.5,2024,Toán,Khá
16970,2502150926,Dương Phúc Sơn,9A4,22/12/2009,2,8,5,5,6,6.3,7.3,6.5,2024,Lý,Khá
16971,2502150926,Dương Phúc Sơn,9A4,22/12/2009,2,5,7,5,8,5.4,7.4,6.4,2024,Hóa,Trung bình
16972,2502150926,Dương Phúc Sơn,9A4,22/12/2009,2,7,5,8,7,6.7,5.9,6.5,2024,Anh,Khá
16973,2502150928,Đặng Hải Phong,9A4,15/11/2009,2,8,8,9,7,8.1,8.2,8.1,2024,Toán,Giỏi
16974,2502150928,Đặng Hải Phong,9A4,15/11/2009,2,7,8,8,8,7.2,7.0,7.4,2024,Lý,Khá
16975,2502150928,Đặng Hải Phong,9A4,15/11/2009,2,7,8,8,8,5.5,5.1,6.4,2024,Hóa,Trung bình
16976,2502150928,Đặng Hải Phong,9A4,15/11/2009,2,8,8,5,5,5.6,5.4,5.9,2024,Anh,Trung bình
16977,2502150930,Nguyễn Hữu Khang,9A4,13/11/2009,2,7,8,7,9,6.6,8.8,7.8,2024,Toán,Khá
16978,2502150930,Nguyễn Hữu Khang,9A4,13/11/2009,2,9,7,9,8,7.5,8.5,8.2,2024,Lý,Giỏi
16979,2502150930,Nguyễn Hữu Khang,9A4,13/11/2009,2,7,5,7,5,5.1,5.5,5.6,2024,Hóa,Trung bình
16980,2502150930,Nguyễn Hữu Khang,9A4,13/11/2009,2,7,9,9,8,8.4,8.4,8.3,2024,Anh,Giỏi
16981,2502150932,Phan Ngọc Anh,9A4,29/11/2009,2,9,8,8,8,8.2,7.2,7.9,2024,Toán,Khá
16982,2502150932,Phan Ngọc Anh,9A4,29/11/2009,2,7,7,9,9,7.6,7.4,7.7,2024,Lý,Khá
16983,2502150932,Phan Ngọc Anh,9A4,29/11/2009,2,8,7,8,8,8.0,7.1,7.6,2024,Hóa,Khá
16984,2502150932,Phan Ngọc Anh,9A4,29/11/2009,2,8,9,9,7,8.3,8.5,8.3,2024,Anh,Giỏi
16985,2502150934,Bùi Hải Dũng,9A4,14/09/2009,2,5,5,4,6,2.6,2.5,3.6,2024,Toán,Yếu
16986,2502150934,Bùi Hải Dũng,9A4,14/09/2009,2,2,6,6,3,3.2,4.0,3.9,2024,Lý,Yếu
16987,2502150934,Bùi Hải Dũng,9A4,14/09/2009,2,5,6,5,8,6.5,7.1,6.5,2024,Hóa,Khá
16988,2502150934,Bùi Hải Dũng,9A4,14/09/2009,2,2,3,2,6,4.2,4.7,3.9,2024,Anh,Yếu
16989,2502150936,Võ Thanh Huy,9A4,17/12/2009,2,8,8,9,7,6.7,7.2,7.4,2024,Toán,Khá
16990,2502150936,Võ Thanh Huy,9A4,17/12/2009,2,7,7,9,7,6.5,8.8,7.7,2024,Lý,Khá
16991,2502150936,Võ Thanh Huy,9A4,17/12/2009,2,8,9,9,7,7.1,7.9,7.9,2024,Hóa,Khá
16992,2502150936,Võ Thanh Huy,9A4,17/12/2009,2,7,9,9,8,7.4,8.4,8.1,2024,Anh,Giỏi
16993,2502150938,Đỗ Hồng Phương,9A4,16/01/2009,2,2,6,5,5,2.7,3.6,3.8,2024,Toán,Yếu
16994,2502150938,Đỗ Hồng Phương,9A4,16/01/2009,2,6,2,5,2,2.8,4.4,3.8,2024,Lý,Yếu
16995,2502150938,Đỗ Hồng Phương,9A4,16/01/2009,2,4,3,6,2,4.9,4.5,4.3,2024,Hóa,Yếu
16996,2502150938,Đỗ Hồng Phương,9A4,16/01/2009,2,3,6,6,2,3.1,3.0,3.6,2024,Anh,Yếu
16997,2502150940,Đỗ Xuân Minh,9A4,21/10/2009,2,7,8,9,8,8.1,7.7,7.9,2024,Toán,Khá
16998,2502150940,Đỗ Xuân Minh,9A4,21/10/2009,2,9,8,9,7,7.6,8.0,8.0,2024,Lý,Giỏi
16999,2502150940,Đỗ Xuân Minh,9A4,21/10/2009,2,7,7,8,9,7.5,9.0,8.1,2024,Hóa,Giỏi
17000,2502150940,Đỗ Xuân Minh,9A4,21/10/2009,2,7,7,8,7,7.5,8.2,7.6,2024,Anh,Khá
17001,2502150942,Lê Xuân Đông,9A4,14/04/2009,2,5,6,7,5,5.6,5.8,5.7,2024,Toán,Trung bình
17002,2502150942,Lê Xuân Đông,9A4,14/04/2009,2,7,5,7,5,6.7,5.1,5.9,2024,Lý,Trung bình
17003,2502150942,Lê Xuân Đông,9A4,14/04/2009,2,7,7,7,7,6.6,5.6,6.4,2024,Hóa,Trung bình
17004,2502150942,Lê Xuân Đông,9A4,14/04/2009,2,7,9,7,8,7.5,8.8,8.0,2024,Anh,Giỏi
17005,2502150944,Bùi Thanh Trúc,9A4,30/09/2009,2,7,8,8,8,5.7,6.0,6.7,2024,Toán,Khá
17006,2502150944,Bùi Thanh Trúc,9A4,30/09/2009,2,5,5,3,3,3.7,2.8,3.5,2024,Lý,Yếu
17007,2502150944,Bùi Thanh Trúc,9A4,30/09/2009,2,2,5,5,5,3.1,2.1,3.3,2024,Hóa,Kém
17008,2502150944,Bùi Thanh Trúc,9A4,30/09/2009,2,4,6,3,2,4.9,3.0,3.8,2024,Anh,Yếu
17009,2502150946,Lý Mai Yến,9A4,23/11/2009,2,2,2,4,2,2.8,2.7,2.6,2024,Toán,Kém
17010,2502150946,Lý Mai Yến,9A4,23/11/2009,2,3,2,5,3,3.8,2.7,3.2,2024,Lý,Kém
17011,2502150946,Lý Mai Yến,9A4,23/11/2009,2,7,6,7,7,7.0,5.8,6.5,2024,Hóa,Khá
17012,2502150946,Lý Mai Yến,9A4,23/11/2009,2,2,5,3,3,4.5,3.4,3.6,2024,Anh,Yếu
17013,2502150948,Bùi Kim Hoa,9A4,29/04/2009,2,8,8,10,8,9.8,9.4,9.1,2024,Toán,Giỏi
17014,2502150948,Bùi Kim Hoa,9A4,29/04/2009,2,9,7,9,7,7.6,8.8,8.2,2024,Lý,Giỏi
17015,2502150948,Bùi Kim Hoa,9A4,29/04/2009,2,7,9,9,8,8.5,8.7,8.5,2024,Hóa,Giỏi
17016,2502150948,Bùi Kim Hoa,9A4,29/04/2009,2,9,7,8,8,6.8,8.3,7.8,2024,Anh,Khá
17017,2502150950,Hồ Trúc Hà,9A4,18/07/2009,2,7,8,9,9,6.5,8.7,8.0,2024,Toán,Giỏi
17018,2502150950,Hồ Trúc Hà,9A4,18/07/2009,2,8,7,8,8,7.1,7.2,7.4,2024,Lý,Khá
17019,2502150950,Hồ Trúc Hà,9A4,18/07/2009,2,8,7,7,8,5.4,5.0,6.2,2024,Hóa,Trung bình
17020,2502150950,Hồ Trúc Hà,9A4,18/07/2009,2,5,5,5,5,7.2,7.0,6.2,2024,Anh,Trung bình
17021,2502150952,Vũ Kiều Hương,9A4,03/02/2009,2,9,9,8,9,8.0,7.0,8.0,2024,Toán,Giỏi
17022,2502150952,Vũ Kiều Hương,9A4,03/02/2009,2,7,9,7,8,8.2,7.4,7.7,2024,Lý,Khá
17023,2502150952,Vũ Kiều Hương,9A4,03/02/2009,2,9,7,8,8,7.8,8.3,8.1,2024,Hóa,Giỏi
17024,2502150952,Vũ Kiều Hương,9A4,03/02/2009,2,7,8,9,8,7.4,8.5,8.0,2024,Anh,Giỏi
17025,2502150954,Lý Kiều Yến,9A4,22/01/2009,2,5,5,7,8,5.4,6.8,6.2,2024,Toán,Trung bình
17026,2502150954,Lý Kiều Yến,9A4,22/01/2009,2,7,8,5,6,6.6,6.2,6.4,2024,Lý,Trung bình
17027,2502150954,Lý Kiều Yến,9A4,22/01/2009,2,6,5,8,6,5.1,7.1,6.3,2024,Hóa,Trung bình
17028,2502150954,Lý Kiều Yến,9A4,22/01/2009,2,5,5,7,7,6.1,6.8,6.3,2024,Anh,Trung bình
17029,2502150956,Đặng Như Vy,9A4,20/08/2009,2,5,8,8,7,5.4,5.9,6.3,2024,Toán,Trung bình
17030,2502150956,Đặng Như Vy,9A4,20/08/2009,2,6,8,5,5,6.0,6.4,6.1,2024,Lý,Trung bình
17031,2502150956,Đặng Như Vy,9A4,20/08/2009,2,7,8,5,7,5.0,6.2,6.2,2024,Hóa,Trung bình
17032,2502150956,Đặng Như Vy,9A4,20/08/2009,2,7,7,8,7,6.9,7.2,7.2,2024,Anh,Khá
17033,2502150958,Nguyễn Như Phương,9A4,19/11/2009,2,6,5,4,4,3.0,3.0,3.8,2024,Toán,Yếu
17034,2502150958,Nguyễn Như Phương,9A4,19/11/2009,2,3,6,4,3,4.7,3.1,3.9,2024,Lý,Yếu
17035,2502150958,Nguyễn Như Phương,9A4,19/11/2009,2,2,6,6,4,4.9,4.4,4.6,2024,Hóa,Yếu
17036,2502150958,Nguyễn Như Phương,9A4,19/11/2009,2,3,2,4,3,4.0,2.3,3.0,2024,Anh,Kém
17037,2502150960,Lê Thanh Sơn,9A4,28/01/2009,2,6,8,5,8,5.9,6.8,6.6,2024,Toán,Khá
17038,2502150960,Lê Thanh Sơn,9A4,28/01/2009,2,6,8,5,5,7.3,6.1,6.3,2024,Lý,Trung bình
17039,2502150960,Lê Thanh Sơn,9A4,28/01/2009,2,6,7,7,6,6.8,5.5,6.2,2024,Hóa,Trung bình
17040,2502150960,Lê Thanh Sơn,9A4,28/01/2009,2,9,8,8,9,8.0,8.7,8.5,2024,Anh,Giỏi
